# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb 14 21:31:11 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_rade < 1)
# CONSTRAINT:  order by pl_rade asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_rade,sy_dist
2857,Kepler-1738 b,Kepler-1738,1,1,Transit,2021,Kepler,0,2.825,1302.8700000
2858,Kepler-1739 b,Kepler-1739,1,1,Transit,2021,Kepler,0,2.431,783.6660000
2859,Kepler-174 b,Kepler-174,1,3,Transit,2014,Kepler,0,1.960,384.7570000
2860,Kepler-174 c,Kepler-174,1,3,Transit,2014,Kepler,0,1.490,384.7570000
2861,Kepler-174 d,Kepler-174,1,3,Transit,2014,Kepler,0,2.190,384.7570000
2862,Kepler-1740 b,Kepler-1740,1,1,Transit,2021,Kepler,0,3.323,1061.7700000
2863,Kepler-1741 b,Kepler-1741,1,1,Transit,2021,Kepler,0,1.273,270.7390000
2864,Kepler-1742 b,Kepler-1742,1,1,Transit,2021,Kepler,0,2.178,669.5730000
2865,Kepler-1743 b,Kepler-1743,1,1,Transit,2021,Kepler,0,1.599,538.8070000
2866,Kepler-1744 b,Kepler-1744,1,1,Transit,2021,Kepler,0,3.768,1091.6300000
2867,Kepler-1745 b,Kepler-1745,1,1,Transit,2021,Kepler,0,1.929,996.1050000
2868,Kepler-1746 b,Kepler-1746,1,1,Transit,2021,Kepler,0,8.935,979.5410000
2869,Kepler-1747 b,Kepler-1747,1,1,Transit,2021,Kepler,0,4.265,1321.3800000
2870,Kepler-1748 b,Kepler-1748,1,1,Transit,2021,Kepler,0,2.713,1083.2800000
2871,Kepler-1749 b,Kepler-1749,1,1,Transit,2021,Kepler,0,1.613,268.2000000
2872,Kepler-175 b,Kepler-175,1,2,Transit,2014,Kepler,0,2.560,1312.3400000
2873,Kepler-175 c,Kepler-175,1,2,Transit,2014,Kepler,0,3.100,1312.3400000
2874,Kepler-1750 b,Kepler-1750,1,1,Transit,2021,Kepler,0,6.004,1497.3300000
2875,Kepler-1751 b,Kepler-1751,1,1,Transit,2021,Kepler,0,1.824,1291.4700000
2876,Kepler-1752 b,Kepler-1752,1,1,Transit,2021,Kepler,0,4.541,962.8880000
2877,Kepler-1753 b,Kepler-1753,1,1,Transit,2021,Kepler,0,2.227,707.6880000
2878,Kepler-1754 b,Kepler-1754,1,1,Transit,2021,Kepler,0,2.440,718.9450000
2879,Kepler-1755 b,Kepler-1755,1,1,Transit,2021,Kepler,0,5.917,982.3830000
2880,Kepler-1756 b,Kepler-1756,1,1,Transit,2021,Kepler,0,1.472,
2881,Kepler-1757 b,Kepler-1757,1,1,Transit,2021,Kepler,0,2.947,807.3080000
2882,Kepler-1758 b,Kepler-1758,1,1,Transit,2021,Kepler,0,2.571,1588.4100000
2883,Kepler-1759 b,Kepler-1759,1,1,Transit,2021,Kepler,0,0.904,385.3480000
2884,Kepler-176 b,Kepler-176,1,4,Transit,2014,Kepler,0,1.430,527.3210000
2885,Kepler-176 c,Kepler-176,1,4,Transit,2014,Kepler,0,2.600,527.3210000
2886,Kepler-176 d,Kepler-176,1,4,Transit,2014,Kepler,0,2.510,527.3210000
2887,Kepler-176 e,Kepler-176,1,4,Transit,2016,Kepler,0,1.450,527.3210000
2888,Kepler-1760 b,Kepler-1760,1,1,Transit,2021,Kepler,0,2.290,
2889,Kepler-1761 b,Kepler-1761,1,1,Transit,2021,Kepler,0,1.391,221.1860000
2890,Kepler-1762 b,Kepler-1762,1,1,Transit,2021,Kepler,0,2.760,1663.7400000
2891,Kepler-1763 b,Kepler-1763,1,1,Transit,2021,Kepler,0,1.147,756.4860000
2892,Kepler-1764 b,Kepler-1764,1,1,Transit,2021,Kepler,0,4.555,1542.4800000
2893,Kepler-1765 b,Kepler-1765,1,1,Transit,2021,Kepler,0,2.495,764.4560000
2894,Kepler-1766 b,Kepler-1766,1,1,Transit,2021,Kepler,0,2.279,501.2290000
2895,Kepler-1767 b,Kepler-1767,1,1,Transit,2021,Kepler,0,3.013,820.5060000
2896,Kepler-1768 b,Kepler-1768,1,1,Transit,2021,Kepler,0,2.233,632.7660000
2897,Kepler-1769 b,Kepler-1769,1,1,Transit,2021,Kepler,0,4.465,438.4120000
2898,Kepler-177 b,Kepler-177,1,2,Transit,2013,Kepler,0,3.500,1435.4400000
2899,Kepler-177 c,Kepler-177,1,2,Transit,2013,Kepler,0,8.730,1435.4400000
2900,Kepler-1770 b,Kepler-1770,1,1,Transit,2021,Kepler,0,2.841,582.9420000
2901,Kepler-1771 b,Kepler-1771,1,1,Transit,2021,Kepler,0,4.055,565.7520000
2902,Kepler-1772 b,Kepler-1772,1,1,Transit,2021,Kepler,0,2.686,871.5640000
2903,Kepler-1773 b,Kepler-1773,1,1,Transit,2021,Kepler,0,3.505,681.2550000
2904,Kepler-1774 b,Kepler-1774,1,1,Transit,2021,Kepler,0,3.182,816.5920000
2905,Kepler-1775 b,Kepler-1775,1,1,Transit,2021,Kepler,0,3.648,657.0230000
2906,Kepler-1776 b,Kepler-1776,1,1,Transit,2021,Kepler,0,2.612,690.3360000
2907,Kepler-1777 b,Kepler-1777,1,1,Transit,2021,Kepler,0,2.132,619.1460000
2908,Kepler-1778 b,Kepler-1778,1,1,Transit,2021,Kepler,0,3.017,1276.2900000
2909,Kepler-1779 b,Kepler-1779,1,1,Transit,2021,Kepler,0,3.033,908.5010000
2910,Kepler-178 b,Kepler-178,1,3,Transit,2014,Kepler,0,2.900,716.0250000
2911,Kepler-178 c,Kepler-178,1,3,Transit,2014,Kepler,0,2.880,716.0250000
2912,Kepler-178 d,Kepler-178,1,3,Transit,2014,Kepler,0,3.950,716.0250000
2913,Kepler-1780 b,Kepler-1780,1,1,Transit,2021,Kepler,0,3.606,790.5160000
2914,Kepler-1781 b,Kepler-1781,1,1,Transit,2021,Kepler,0,2.381,962.6300000
2915,Kepler-1782 b,Kepler-1782,1,1,Transit,2021,Kepler,0,2.229,305.7920000
2916,Kepler-1783 b,Kepler-1783,1,1,Transit,2021,Kepler,0,1.319,264.0780000
2917,Kepler-1784 b,Kepler-1784,1,1,Transit,2021,Kepler,0,2.799,883.0450000
2918,Kepler-1785 b,Kepler-1785,1,1,Transit,2021,Kepler,0,2.704,745.7400000
2919,Kepler-1786 b,Kepler-1786,1,1,Transit,2021,Kepler,0,3.163,863.9090000
2920,Kepler-1787 b,Kepler-1787,1,1,Transit,2021,Kepler,0,2.319,778.6020000
2921,Kepler-1788 b,Kepler-1788,1,1,Transit,2021,Kepler,0,2.379,560.4450000
2922,Kepler-1789 b,Kepler-1789,1,1,Transit,2021,Kepler,0,2.831,611.4610000
2923,Kepler-179 b,Kepler-179,1,2,Transit,2014,Kepler,0,1.640,605.6800000
2924,Kepler-179 c,Kepler-179,1,2,Transit,2014,Kepler,0,2.000,605.6800000
2925,Kepler-1790 b,Kepler-1790,1,1,Transit,2021,Kepler,0,3.145,1070.1700000
2926,Kepler-1791 b,Kepler-1791,1,1,Transit,2021,Kepler,0,3.121,602.2180000
2927,Kepler-1792 b,Kepler-1792,1,1,Transit,2021,Kepler,0,2.520,601.0290000
2928,Kepler-1793 b,Kepler-1793,1,1,Transit,2021,Kepler,0,3.790,1189.8800000
2929,Kepler-1794 b,Kepler-1794,1,1,Transit,2021,Kepler,0,1.794,561.2290000
2930,Kepler-1795 b,Kepler-1795,1,1,Transit,2021,Kepler,0,1.663,
2931,Kepler-1796 b,Kepler-1796,1,1,Transit,2021,Kepler,0,2.750,825.8830000
2932,Kepler-1797 b,Kepler-1797,1,1,Transit,2021,Kepler,0,3.058,1338.4900000
2933,Kepler-1798 b,Kepler-1798,1,1,Transit,2021,Kepler,0,2.309,395.1960000
2934,Kepler-1799 b,Kepler-1799,1,1,Transit,2021,Kepler,0,4.128,2254.6900000
2935,Kepler-18 b,Kepler-18,1,3,Transit,2011,Kepler,0,2.000,433.0470000
2936,Kepler-18 c,Kepler-18,1,3,Transit,2011,Kepler,0,5.490,433.0470000
2937,Kepler-18 d,Kepler-18,1,3,Transit,2011,Kepler,0,6.980,433.0470000
2938,Kepler-180 b,Kepler-180,1,2,Transit,2014,Kepler,0,1.500,695.6500000
2939,Kepler-180 c,Kepler-180,1,2,Transit,2014,Kepler,0,3.010,695.6500000
2940,Kepler-1800 b,Kepler-1800,1,1,Transit,2021,Kepler,0,0.997,350.4550000
2941,Kepler-1801 b,Kepler-1801,1,1,Transit,2021,Kepler,0,2.709,839.3320000
2942,Kepler-1802 b,Kepler-1802,1,2,Transit,2021,Kepler,0,1.671,636.6940000
2943,Kepler-1802 c,Kepler-1802,1,2,Transit,2021,Kepler,0,2.322,636.6940000
2944,Kepler-1804 b,Kepler-1804,1,1,Transit,2021,Kepler,0,1.596,434.4560000
2945,Kepler-1805 b,Kepler-1805,1,1,Transit,2021,Kepler,0,1.545,221.6390000
2946,Kepler-1806 b,Kepler-1806,1,1,Transit,2021,Kepler,0,2.356,978.0660000
2947,Kepler-1807 b,Kepler-1807,1,1,Transit,2021,Kepler,0,2.704,1299.3200000
2948,Kepler-1808 b,Kepler-1808,1,1,Transit,2021,Kepler,0,3.025,1022.0100000
2949,Kepler-1809 b,Kepler-1809,1,1,Transit,2021,Kepler,0,1.513,409.6020000
2950,Kepler-181 b,Kepler-181,1,2,Transit,2014,Kepler,0,1.270,609.2830000
2951,Kepler-181 c,Kepler-181,1,2,Transit,2014,Kepler,0,1.990,609.2830000
2952,Kepler-1810 b,Kepler-1810,1,1,Transit,2021,Kepler,0,3.918,1009.8700000
2953,Kepler-1811 b,Kepler-1811,1,1,Transit,2021,Kepler,0,3.848,1390.5600000
2954,Kepler-1812 b,Kepler-1812,1,1,Transit,2021,Kepler,0,2.325,1409.1900000
2955,Kepler-1813 b,Kepler-1813,1,1,Transit,2021,Kepler,0,1.413,
2956,Kepler-1814 b,Kepler-1814,1,1,Transit,2021,Kepler,0,2.370,726.3460000
2957,Kepler-1815 b,Kepler-1815,1,1,Transit,2021,Kepler,0,2.749,1006.6300000
2958,Kepler-1816 b,Kepler-1816,1,1,Transit,2021,Kepler,0,1.968,437.8230000
2959,Kepler-1817 b,Kepler-1817,1,1,Transit,2021,Kepler,0,2.273,748.5690000
2960,Kepler-1818 b,Kepler-1818,1,1,Transit,2021,Kepler,0,1.714,1034.5900000
2961,Kepler-1819 b,Kepler-1819,1,1,Transit,2021,Kepler,0,3.904,1363.1900000
2962,Kepler-182 b,Kepler-182,1,2,Transit,2014,Kepler,0,2.580,1549.0900000
2963,Kepler-182 c,Kepler-182,1,2,Transit,2014,Kepler,0,3.430,1549.0900000
2964,Kepler-1820 b,Kepler-1820,1,1,Transit,2021,Kepler,0,3.119,1425.3900000
2965,Kepler-1821 b,Kepler-1821,1,1,Transit,2021,Kepler,0,2.592,799.6990000
2966,Kepler-1822 b,Kepler-1822,1,1,Transit,2021,Kepler,0,2.648,897.5970000
2967,Kepler-1823 b,Kepler-1823,1,1,Transit,2021,Kepler,0,2.086,724.9710000
2968,Kepler-1824 b,Kepler-1824,1,1,Transit,2021,Kepler,0,2.381,1040.1000000
2969,Kepler-1825 b,Kepler-1825,1,1,Transit,2021,Kepler,0,1.422,430.2540000
2970,Kepler-1826 b,Kepler-1826,1,1,Transit,2021,Kepler,0,1.475,336.9520000
2971,Kepler-1827 b,Kepler-1827,1,1,Transit,2021,Kepler,0,1.856,686.4610000
2972,Kepler-1828 b,Kepler-1828,1,1,Transit,2021,Kepler,0,2.116,871.8100000
2973,Kepler-1829 b,Kepler-1829,1,1,Transit,2021,Kepler,0,2.479,679.9210000
2974,Kepler-183 b,Kepler-183,1,2,Transit,2014,Kepler,0,2.060,1050.6400000
2975,Kepler-183 c,Kepler-183,1,2,Transit,2014,Kepler,0,2.270,1050.6400000
2976,Kepler-1830 b,Kepler-1830,1,1,Transit,2021,Kepler,0,3.330,1056.8800000
2977,Kepler-1831 b,Kepler-1831,1,1,Transit,2021,Kepler,0,1.970,1053.4900000
2978,Kepler-1832 b,Kepler-1832,1,1,Transit,2021,Kepler,0,1.227,486.1740000
2979,Kepler-1833 b,Kepler-1833,1,1,Transit,2021,Kepler,0,1.300,591.6020000
2980,Kepler-1834 b,Kepler-1834,1,1,Transit,2021,Kepler,0,1.459,500.3950000
2981,Kepler-1835 b,Kepler-1835,1,1,Transit,2021,Kepler,0,3.534,1404.3800000
2982,Kepler-1836 b,Kepler-1836,1,1,Transit,2021,Kepler,0,2.553,1472.6200000
2983,Kepler-1837 b,Kepler-1837,1,1,Transit,2021,Kepler,0,2.067,1229.1800000
2984,Kepler-1838 b,Kepler-1838,1,1,Transit,2021,Kepler,0,1.660,451.2420000
2985,Kepler-1839 b,Kepler-1839,1,1,Transit,2021,Kepler,0,1.949,1136.6000000
2986,Kepler-184 b,Kepler-184,1,3,Transit,2014,Kepler,0,2.360,610.3260000
2987,Kepler-184 c,Kepler-184,1,3,Transit,2014,Kepler,0,1.970,610.3260000
2988,Kepler-184 d,Kepler-184,1,3,Transit,2014,Kepler,0,2.490,610.3260000
2989,Kepler-1840 b,Kepler-1840,1,1,Transit,2021,Kepler,0,2.778,513.1070000
2990,Kepler-1841 b,Kepler-1841,1,1,Transit,2021,Kepler,0,1.489,631.7000000
2991,Kepler-1842 b,Kepler-1842,1,1,Transit,2021,Kepler,0,2.354,923.5510000
2992,Kepler-1843 b,Kepler-1843,1,1,Transit,2021,Kepler,0,2.709,784.6250000
2993,Kepler-1844 b,Kepler-1844,1,1,Transit,2021,Kepler,0,3.036,1804.3600000
2994,Kepler-1845 b,Kepler-1845,1,1,Transit,2021,Kepler,0,2.438,710.7240000
2995,Kepler-1846 b,Kepler-1846,1,1,Transit,2021,Kepler,0,1.764,374.6150000
2996,Kepler-1847 b,Kepler-1847,1,1,Transit,2021,Kepler,0,2.745,1693.8600000
2997,Kepler-1848 b,Kepler-1848,1,1,Transit,2021,Kepler,0,1.409,309.6960000
2998,Kepler-1849 b,Kepler-1849,1,1,Transit,2021,Kepler,0,2.387,631.8840000
2999,Kepler-185 b,Kepler-185,1,2,Transit,2014,Kepler,0,1.170,466.7350000
3000,Kepler-185 c,Kepler-185,1,2,Transit,2014,Kepler,0,2.020,466.7350000
3001,Kepler-1850 b,Kepler-1850,1,1,Transit,2021,Kepler,0,0.729,250.1990000
3002,Kepler-1851 b,Kepler-1851,1,1,Transit,2021,Kepler,0,3.900,1589.8100000
3003,Kepler-1852 b,Kepler-1852,1,1,Transit,2021,Kepler,0,1.886,772.4810000
3004,Kepler-1853 b,Kepler-1853,1,1,Transit,2021,Kepler,0,1.519,562.3480000
3005,Kepler-1854 b,Kepler-1854,1,1,Transit,2021,Kepler,0,2.587,423.3480000
3006,Kepler-1855 b,Kepler-1855,1,1,Transit,2021,Kepler,0,1.216,
3007,Kepler-1856 b,Kepler-1856,1,1,Transit,2021,Kepler,0,1.734,848.7600000
3008,Kepler-1857 b,Kepler-1857,1,1,Transit,2021,Kepler,0,1.961,853.2750000
3009,Kepler-1858 b,Kepler-1858,1,1,Transit,2021,Kepler,0,2.422,833.0550000
3010,Kepler-1859 b,Kepler-1859,1,1,Transit,2021,Kepler,0,1.583,1331.2500000
3011,Kepler-186 b,Kepler-186,1,5,Transit,2014,Kepler,0,1.070,177.5940000
3012,Kepler-186 c,Kepler-186,1,5,Transit,2014,Kepler,0,1.250,177.5940000
3013,Kepler-186 d,Kepler-186,1,5,Transit,2014,Kepler,0,1.400,177.5940000
3014,Kepler-186 e,Kepler-186,1,5,Transit,2014,Kepler,0,1.270,177.5940000
3015,Kepler-186 f,Kepler-186,1,5,Transit,2014,Kepler,1,1.170,177.5940000
3016,Kepler-1860 b,Kepler-1860,1,1,Transit,2021,Kepler,0,1.139,438.7030000
3017,Kepler-1861 b,Kepler-1861,1,1,Transit,2021,Kepler,0,2.207,829.9850000
3018,Kepler-1862 b,Kepler-1862,1,1,Transit,2021,Kepler,0,2.203,1232.1900000
3019,Kepler-1863 b,Kepler-1863,1,1,Transit,2021,Kepler,0,2.263,865.5460000
3020,Kepler-1864 b,Kepler-1864,1,1,Transit,2021,Kepler,0,0.754,298.8940000
3021,Kepler-1865 b,Kepler-1865,1,1,Transit,2021,Kepler,0,1.577,922.2550000
3022,Kepler-1866 b,Kepler-1866,1,1,Transit,2021,Kepler,0,2.082,976.7370000
3023,Kepler-1867 b,Kepler-1867,1,1,Transit,2021,Kepler,0,1.160,680.5830000
3024,Kepler-1868 b,Kepler-1868,1,1,Transit,2021,Kepler,0,3.150,274.1800000
3025,Kepler-1869 b,Kepler-1869,1,1,Transit,2021,Kepler,0,1.120,113.0250000
3026,Kepler-187 b,Kepler-187,1,2,Transit,2014,Kepler,0,1.410,1143.0000000
3027,Kepler-187 c,Kepler-187,1,2,Transit,2014,Kepler,0,2.670,1143.0000000
3028,Kepler-1870 b,Kepler-1870,1,1,Transit,2021,Kepler,0,2.101,407.2160000
3029,Kepler-1871 b,Kepler-1871,1,1,Transit,2021,Kepler,0,2.422,854.6230000
3030,Kepler-1872 b,Kepler-1872,1,1,Transit,2021,Kepler,0,2.384,840.1820000
3031,Kepler-1873 b,Kepler-1873,1,1,Transit,2021,Kepler,0,1.626,820.9570000
3032,Kepler-1874 b,Kepler-1874,1,1,Transit,2021,Kepler,0,2.211,408.0070000
3033,Kepler-1875 b,Kepler-1875,1,1,Transit,2021,Kepler,0,3.227,1660.4500000
3034,Kepler-1876 b,Kepler-1876,1,1,Transit,2021,Kepler,0,0.980,259.9350000
3035,Kepler-1877 b,Kepler-1877,1,1,Transit,2021,Kepler,0,0.624,285.3120000
3036,Kepler-1878 b,Kepler-1878,1,1,Transit,2021,Kepler,0,2.920,1494.3000000
3037,Kepler-1879 b,Kepler-1879,1,1,Transit,2021,Kepler,0,2.065,627.1710000
3038,Kepler-188 b,Kepler-188,1,2,Transit,2014,Kepler,0,1.680,968.5440000
3039,Kepler-188 c,Kepler-188,1,2,Transit,2014,Kepler,0,3.190,968.5440000
3040,Kepler-1880 b,Kepler-1880,1,1,Transit,2021,Kepler,0,2.117,611.0410000
3041,Kepler-1881 b,Kepler-1881,1,1,Transit,2021,Kepler,0,2.981,1057.2100000
3042,Kepler-1882 b,Kepler-1882,1,1,Transit,2021,Kepler,0,1.487,443.3710000
3043,Kepler-1883 b,Kepler-1883,1,1,Transit,2021,Kepler,0,3.251,1377.6100000
3044,Kepler-1884 b,Kepler-1884,1,1,Transit,2021,Kepler,0,1.814,1443.0900000
3045,Kepler-1885 b,Kepler-1885,1,1,Transit,2021,Kepler,0,1.511,818.4820000
3046,Kepler-1886 b,Kepler-1886,1,1,Transit,2021,Kepler,0,2.582,1059.5100000
3047,Kepler-1887 b,Kepler-1887,1,1,Transit,2021,Kepler,0,2.925,1366.1800000
3048,Kepler-1888 b,Kepler-1888,1,1,Transit,2021,Kepler,0,1.326,402.9470000
3049,Kepler-1889 b,Kepler-1889,1,1,Transit,2021,Kepler,0,2.944,1395.1300000
3050,Kepler-189 b,Kepler-189,1,2,Transit,2014,Kepler,0,1.210,591.5340000
3051,Kepler-189 c,Kepler-189,1,2,Transit,2014,Kepler,0,2.380,591.5340000
3052,Kepler-1890 b,Kepler-1890,1,1,Transit,2021,Kepler,0,0.869,529.5960000
3053,Kepler-1891 b,Kepler-1891,1,1,Transit,2021,Kepler,0,1.521,596.2400000
3054,Kepler-1892 b,Kepler-1892,1,1,Transit,2021,Kepler,0,1.837,851.5950000
3055,Kepler-1893 b,Kepler-1893,1,1,Transit,2021,Kepler,0,1.706,1050.7200000
3056,Kepler-1894 b,Kepler-1894,1,1,Transit,2021,Kepler,0,1.201,935.1910000
3057,Kepler-1895 b,Kepler-1895,1,1,Transit,2021,Kepler,0,2.119,984.1870000
3058,Kepler-1896 b,Kepler-1896,1,1,Transit,2021,Kepler,0,3.099,1732.9100000
3059,Kepler-1897 b,Kepler-1897,1,1,Transit,2021,Kepler,0,2.814,983.1740000
3060,Kepler-1898 b,Kepler-1898,1,1,Transit,2021,Kepler,0,0.934,360.9210000
3061,Kepler-1899 b,Kepler-1899,1,1,Transit,2021,Kepler,0,1.551,711.5090000
3062,Kepler-19 b,Kepler-19,1,3,Transit,2011,Kepler,0,2.209,218.5620000
3063,Kepler-19 c,Kepler-19,1,3,Transit Timing Variations,2011,Kepler,0,3.680,218.5620000
3064,Kepler-19 d,Kepler-19,1,3,Radial Velocity,2017,Roque de los Muchachos Observatory,0,5.060,218.5620000
3065,Kepler-190 b,Kepler-190,1,2,Transit,2014,Kepler,0,1.560,433.3870000
3066,Kepler-190 c,Kepler-190,1,2,Transit,2014,Kepler,0,1.460,433.3870000
3067,Kepler-1900 b,Kepler-1900,1,1,Transit,2021,Kepler,0,1.623,1540.4300000
3068,Kepler-1901 b,Kepler-1901,1,1,Transit,2021,Kepler,0,1.474,1028.3700000
3069,Kepler-1902 b,Kepler-1902,1,1,Transit,2021,Kepler,0,1.176,344.3370000
3070,Kepler-1903 b,Kepler-1903,1,1,Transit,2021,Kepler,0,2.286,1775.4400000
3071,Kepler-1904 b,Kepler-1904,1,1,Transit,2021,Kepler,0,1.390,270.8540000
3072,Kepler-1905 b,Kepler-1905,1,1,Transit,2021,Kepler,0,1.446,1051.5300000
3073,Kepler-1906 b,Kepler-1906,1,1,Transit,2021,Kepler,0,2.776,1360.6300000
3074,Kepler-1907 b,Kepler-1907,1,2,Transit,2021,Kepler,0,0.870,292.1110000
3075,Kepler-1907 c,Kepler-1907,1,2,Transit,2021,Kepler,0,1.155,292.1110000
3076,Kepler-1909 b,Kepler-1909,1,1,Transit,2021,Kepler,0,1.092,763.6620000
3077,Kepler-191 b,Kepler-191,1,3,Transit,2014,Kepler,0,1.340,594.4640000
3078,Kepler-191 c,Kepler-191,1,3,Transit,2014,Kepler,0,1.860,594.4640000
3079,Kepler-191 d,Kepler-191,1,3,Transit,2016,Kepler,0,2.280,594.4640000
3080,Kepler-1910 b,Kepler-1910,1,1,Transit,2021,Kepler,0,1.184,
3081,Kepler-1911 b,Kepler-1911,1,1,Transit,2021,Kepler,0,1.011,269.9120000
3082,Kepler-1912 b,Kepler-1912,1,1,Transit,2021,Kepler,0,1.357,297.0170000
3083,Kepler-1913 b,Kepler-1913,1,1,Transit,2021,Kepler,0,1.519,876.3000000
3084,Kepler-1914 b,Kepler-1914,1,1,Transit,2021,Kepler,0,2.943,1621.5600000
3085,Kepler-1915 b,Kepler-1915,1,1,Transit,2021,Kepler,0,3.218,1514.6600000
3086,Kepler-1916 b,Kepler-1916,1,1,Transit,2021,Kepler,0,2.618,2055.8200000
3087,Kepler-1917 b,Kepler-1917,1,1,Transit,2021,Kepler,0,1.890,909.0370000
3088,Kepler-1918 b,Kepler-1918,1,1,Transit,2021,Kepler,0,2.298,1030.1100000
3089,Kepler-1919 b,Kepler-1919,1,1,Transit,2021,Kepler,0,2.624,1177.5300000
3090,Kepler-192 b,Kepler-192,1,3,Transit,2014,Kepler,0,2.740,651.6740000
3091,Kepler-192 c,Kepler-192,1,3,Transit,2014,Kepler,0,2.790,651.6740000
3092,Kepler-192 d,Kepler-192,1,3,Transit,2016,Kepler,0,1.020,651.6740000
3093,Kepler-1920 b,Kepler-1920,1,1,Transit,2021,Kepler,0,2.954,885.9130000
3094,Kepler-1921 b,Kepler-1921,1,1,Transit,2021,Kepler,0,2.895,928.9890000
3095,Kepler-1922 b,Kepler-1922,1,1,Transit,2021,Kepler,0,2.291,1344.2900000
3096,Kepler-1923 b,Kepler-1923,1,1,Transit,2021,Kepler,0,1.960,990.8380000
3097,Kepler-1924 b,Kepler-1924,1,1,Transit,2021,Kepler,0,2.654,1910.7700000
3098,Kepler-1925 b,Kepler-1925,1,1,Transit,2021,Kepler,0,3.002,1771.3100000
3099,Kepler-1926 b,Kepler-1926,1,1,Transit,2021,Kepler,0,2.315,667.4050000
3100,Kepler-1927 b,Kepler-1927,1,1,Transit,2021,Kepler,0,3.406,1091.0000000
3101,Kepler-1928 b,Kepler-1928,1,1,Transit,2021,Kepler,0,1.992,326.3620000
3102,Kepler-1929 b,Kepler-1929,1,1,Transit,2021,Kepler,0,3.073,508.2010000
3103,Kepler-193 b,Kepler-193,1,2,Transit,2014,Kepler,0,2.390,1009.1000000
3104,Kepler-193 c,Kepler-193,1,2,Transit,2014,Kepler,0,2.750,1009.1000000
3105,Kepler-1930 b,Kepler-1930,1,1,Transit,2021,Kepler,0,1.530,275.6940000
3106,Kepler-1931 b,Kepler-1931,1,1,Transit,2021,Kepler,0,2.653,620.0910000
3107,Kepler-1932 b,Kepler-1932,1,1,Transit,2021,Kepler,0,1.515,713.7330000
3108,Kepler-1933 b,Kepler-1933,1,1,Transit,2021,Kepler,0,1.180,328.0070000
3109,Kepler-1934 b,Kepler-1934,1,1,Transit,2021,Kepler,0,0.913,428.5140000
3110,Kepler-1935 b,Kepler-1935,1,1,Transit,2021,Kepler,0,2.503,904.7020000
3111,Kepler-1936 b,Kepler-1936,1,1,Transit,2021,Kepler,0,3.166,871.0960000
3112,Kepler-1937 b,Kepler-1937,1,1,Transit,2021,Kepler,0,3.023,905.0690000
3113,Kepler-1938 b,Kepler-1938,1,1,Transit,2021,Kepler,0,1.828,421.1520000
3114,Kepler-1939 b,Kepler-1939,1,1,Transit,2021,Kepler,0,1.165,189.8330000
3115,Kepler-194 b,Kepler-194,1,3,Transit,2014,Kepler,0,1.510,1097.9700000
3116,Kepler-194 c,Kepler-194,1,3,Transit,2014,Kepler,0,2.590,1097.9700000
3117,Kepler-194 d,Kepler-194,1,3,Transit,2014,Kepler,0,2.400,1097.9700000
3118,Kepler-1940 b,Kepler-1940,1,1,Transit,2021,Kepler,0,1.547,798.5950000
3119,Kepler-1941 b,Kepler-1941,1,1,Transit,2021,Kepler,0,2.650,1494.3900000
3120,Kepler-1942 b,Kepler-1942,1,1,Transit,2021,Kepler,0,2.117,842.4920000
3121,Kepler-1943 b,Kepler-1943,1,1,Transit,2021,Kepler,0,1.549,1004.5500000
3122,Kepler-1944 b,Kepler-1944,1,1,Transit,2021,Kepler,0,2.760,1076.4800000
3123,Kepler-1945 b,Kepler-1945,1,1,Transit,2021,Kepler,0,1.289,
3124,Kepler-1946 b,Kepler-1946,1,1,Transit,2021,Kepler,0,2.488,1002.1200000
3125,Kepler-1947 b,Kepler-1947,1,1,Transit,2021,Kepler,0,1.010,468.7710000
3126,Kepler-1948 b,Kepler-1948,1,1,Transit,2021,Kepler,0,1.033,193.9030000
3127,Kepler-1949 b,Kepler-1949,1,1,Transit,2021,Kepler,0,2.220,2617.3500000
3128,Kepler-195 b,Kepler-195,1,2,Transit,2014,Kepler,0,2.030,652.0510000
3129,Kepler-195 c,Kepler-195,1,2,Transit,2014,Kepler,0,1.550,652.0510000
3130,Kepler-1950 b,Kepler-1950,1,1,Transit,2021,Kepler,0,1.527,697.2530000
3131,Kepler-1951 b,Kepler-1951,1,1,Transit,2021,Kepler,0,2.321,1277.3200000
3132,Kepler-1952 b,Kepler-1952,1,1,Transit,2021,Kepler,0,1.239,852.0620000
3133,Kepler-1953 b,Kepler-1953,1,1,Transit,2021,Kepler,0,1.286,605.6310000
3134,Kepler-1954 b,Kepler-1954,1,1,Transit,2021,Kepler,0,1.802,1373.8300000
